Date,Product_Name,Category,Units_Sold,Inventory_Level,Price,Promotion,Supplier,Lead_Time,Revenue
2023-12-21,Soap,Personal Care,52,44,1590.96,No,Nova Supply,3,82729.92
2023-08-23,Deodorant,Personal Care,46,416,534.96,Yes,Nova Supply,6,24608.16
2024-07-02,Headphones,Electronics,42,451,812.98,No,ABC Suppliers,15,34145.16
2024-06-25,Hair Oil,Personal Care,61,258,1560.71,Yes,ABC Suppliers,2,95203.31
2024-06-07,Printer,Electronics,53,257,142.76,Yes,Prime Distribution,5,7566.28
2023-02-25,Tablet,Electronics,26,402,539.01,No,Prime Distribution,10,14014.26
2024-11-30,Phone,Electronics,62,443,1172.16,Yes,ABC Suppliers,14,72673.92
2023-01-03,Hair Oil,Personal Care,52,441,1049.48,No,Global Traders,10,54572.96
2024-02-01,Sanitizer,Personal Care,35,73,1346.17,Yes,Prime Distribution,13,47115.95
2024-08-04,Deodorant,Personal Care,50,500,320.54,No,Global Traders,12,16027.0
2024-10-11,Laptop,Electronics,56,334,1375.32,Yes,Prime Distribution,12,77017.92
2023-01-08,Tablet,Electronics,37,195,1455.95,No,Smart Wholesale,6,53870.15
2024-09-13,Speaker,Electronics,48,454,878.47,No,Smart Wholesale,5,42166.56
2024-09-08,Mouse,Electronics,37,286,69.68,Yes,Prime Distribution,9,2578.16
2024-08-15,Rice,Groceries,65,416,1843.41,No,Smart Wholesale,13,119821.65
2023-12-14,Mouse,Electronics,56,203,1754.99,No,ABC Suppliers,15,98279.44
2023-09-15,Headphones,Electronics,52,190,868.5,Yes,Global Traders,15,45162.0
2023-05-09,Headphones,Electronics,28,181,1933.03,No,Prime Distribution,8,54124.84
2023-11-11,Headphones,Electronics,65,182,136.54,No,Global Traders,9,8875.1
2024-10-30,Tea,Groceries,43,162,1354.21,Yes,Nova Supply,15,58231.03
2023-02-17,Sugar,Groceries,33,452,1485.12,No,Global Traders,3,49008.96
2024-07-08,Phone,Electronics,52,487,886.61,No,Nova Supply,2,46103.72
2023-01-22,Juice,Groceries,46,289,1279.16,No,Prime Distribution,2,58841.36
2023-10-03,Rice,Groceries,17,166,268.79,Yes,Global Traders,15,4569.43
2024-09-11,Speaker,Electronics,44,480,1860.29,Yes,Global Traders,11,81852.76
2024-07-18,Tea,Groceries,55,448,939.52,No,Nova Supply,15,51673.6
2024-05-11,Headphones,Electronics,49,291,1530.24,Yes,Prime Distribution,5,74981.76
2023-12-20,Hair Oil,Personal Care,73,68,64.61,No,Prime Distribution,2,4716.53
2024-12-23,Face Wash,Personal Care,48,282,1291.62,Yes,ABC Suppliers,13,61997.76
2024-04-18,Deodorant,Personal Care,43,72,429.21,No,Smart Wholesale,6,18456.03
2024-02-19,Sugar,Groceries,36,77,12.31,No,Smart Wholesale,9,443.16
2024-06-12,Toothpaste,Personal Care,46,336,848.47,No,Global Traders,4,39029.62
2023-05-27,Face Wash,Personal Care,36,80,793.56,No,Smart Wholesale,3,28568.16
2024-06-08,Bread,Groceries,54,354,1026.14,No,Global Traders,14,55411.56
2023-12-19,Monitor,Electronics,68,380,589.4,Yes,Nova Supply,11,40079.2
2023-02-11,Sugar,Groceries,26,492,536.02,No,Nova Supply,14,13936.52
2023-09-29,Face Wash,Personal Care,35,487,896.4,No,Global Traders,10,31374.0
2024-04-13,Milk,Groceries,37,396,998.77,No,ABC Suppliers,6,36954.49
2024-11-09,Toothpaste,Personal Care,60,297,1556.02,No,Nova Supply,4,93361.2
2024-09-06,Speaker,Electronics,47,328,97.06,Yes,Smart Wholesale,12,4561.82
2024-07-24,Monitor,Electronics,35,188,788.18,Yes,ABC Suppliers,11,27586.3
2023-03-15,Laptop,Electronics,46,85,1167.16,No,Global Traders,10,53689.36
2024-02-17,Soap,Personal Care,50,49,1060.18,No,Prime Distribution,11,53009.0
2023-02-12,Butter,Groceries,49,320,1226.69,No,Smart Wholesale,11,60107.81
2024-01-14,Headphones,Electronics,47,321,1045.39,Yes,Nova Supply,4,49133.33
2024-12-17,Sanitizer,Personal Care,73,143,1904.44,No,Smart Wholesale,14,139024.12
2024-06-07,Mouse,Electronics,46,57,1252.76,Yes,Smart Wholesale,4,57626.96
2023-04-17,Tea,Groceries,48,101,988.61,Yes,Prime Distribution,13,47453.28
2023-11-27,Tablet,Electronics,87,270,811.96,No,Prime Distribution,10,70640.52
2023-07-07,Milk,Groceries,43,102,681.52,No,Global Traders,9,29305.36
2023-07-08,Milk,Groceries,50,131,126.62,No,Nova Supply,7,6331.0
2024-11-28,Sugar,Groceries,37,70,1507.54,No,ABC Suppliers,15,55778.98
2024-07-02,Hair Oil,Personal Care,61,163,452.28,Yes,Nova Supply,3,27589.08
2024-01-11,Hair Oil,Personal Care,47,264,214.87,No,Nova Supply,10,10098.89
2024-03-05,Juice,Groceries,36,361,930.37,Yes,ABC Suppliers,4,33493.32
2024-02-29,Speaker,Electronics,35,104,191.26,Yes,ABC Suppliers,2,6694.1
2023-09-25,Sanitizer,Personal Care,36,493,1964.14,No,Smart Wholesale,3,70709.04
2023-03-10,Speaker,Electronics,56,223,1759.17,No,ABC Suppliers,3,98513.52
2024-11-13,Deodorant,Personal Care,59,332,1303.28,Yes,Prime Distribution,2,76893.52
2023-03-08,Bread,Groceries,38,414,119.82,No,Nova Supply,5,4553.16
2023-08-12,Eggs,Groceries,47,248,36.49,No,Prime Distribution,11,1715.03
2024-07-21,Milk,Groceries,33,307,1191.76,No,Nova Supply,3,39328.08
2023-07-24,Bread,Groceries,58,41,1670.7,No,ABC Suppliers,9,96900.6
2023-01-19,Laptop,Electronics,32,428,766.33,Yes,ABC Suppliers,10,24522.56
2023-01-13,Perfume,Personal Care,42,86,1602.02,Yes,Prime Distribution,15,67284.84
2023-04-03,Toothpaste,Personal Care,30,162,1490.7,Yes,ABC Suppliers,3,44721.0
2023-06-14,Phone,Electronics,51,396,10.08,Yes,Global Traders,6,514.08
2024-12-09,Conditioner,Personal Care,67,436,1401.45,No,ABC Suppliers,13,93897.15
2024-10-07,Soap,Personal Care,47,81,419.33,Yes,ABC Suppliers,11,19708.51
2024-04-05,Conditioner,Personal Care,35,420,1023.54,No,ABC Suppliers,13,35823.9
2023-09-17,Rice,Groceries,32,281,910.42,Yes,ABC Suppliers,10,29133.44
2023-10-15,Laptop,Electronics,22,423,1588.63,No,ABC Suppliers,2,34949.86
2023-01-10,Coffee,Groceries,38,152,875.27,No,Smart Wholesale,8,33260.26
2024-06-17,Phone,Electronics,53,452,1218.08,No,Global Traders,12,64558.24
2024-08-25,Bread,Groceries,29,209,521.67,No,Global Traders,7,15128.43
2024-01-21,Camera,Electronics,35,311,1146.11,Yes,ABC Suppliers,9,40113.85
2024-01-26,Milk,Groceries,53,456,20.43,No,Prime Distribution,7,1082.79
2023-09-27,Sugar,Groceries,61,253,995.0,No,Prime Distribution,4,60695.0
2023-03-30,Speaker,Electronics,38,468,337.66,Yes,ABC Suppliers,6,12831.08
2023-04-22,Tea,Groceries,36,48,440.97,No,Nova Supply,12,15874.92
2023-08-20,Monitor,Electronics,32,390,487.33,No,Prime Distribution,12,15594.56
2024-07-18,Toothpaste,Personal Care,51,345,1511.16,No,Global Traders,4,77069.16
2023-12-29,Perfume,Personal Care,68,184,1094.12,No,Nova Supply,6,74400.16
2024-04-23,Shampoo,Personal Care,36,348,1242.77,No,ABC Suppliers,8,44739.72
2023-05-18,Soap,Personal Care,35,414,494.24,No,Nova Supply,3,17298.4
2024-06-18,Tablet,Electronics,46,78,1481.17,No,Prime Distribution,13,68133.82
2023-10-06,Shampoo,Personal Care,45,347,68.74,Yes,ABC Suppliers,2,3093.3
2024-09-02,Coffee,Groceries,43,413,1433.18,No,Prime Distribution,5,61626.74
2023-11-06,Hair Oil,Personal Care,66,404,362.93,Yes,Prime Distribution,5,23953.38
2024-02-07,Speaker,Electronics,32,188,1035.67,No,Smart Wholesale,3,33141.44
2024-02-19,Face Wash,Personal Care,40,81,1558.48,No,Global Traders,7,62339.2
2023-11-10,Mouse,Electronics,63,481,86.35,No,Prime Distribution,14,5440.05
2024-01-21,Tea,Groceries,42,57,925.2,No,Smart Wholesale,5,38858.4
2023-09-13,Rice,Groceries,29,66,474.95,No,Smart Wholesale,14,13773.55
2023-03-02,Mouse,Electronics,15,239,290.48,No,Nova Supply,9,4357.2
2023-08-09,Camera,Electronics,40,313,499.54,No,Nova Supply,3,19981.6
2023-06-19,Printer,Electronics,54,318,1919.78,No,Smart Wholesale,15,103668.12
2023-10-01,Tablet,Electronics,50,134,1126.09,Yes,Prime Distribution,11,56304.5
2024-03-18,Sugar,Groceries,50,122,1542.38,No,Nova Supply,3,77119.0
2023-01-13,Speaker,Electronics,28,40,1479.52,No,Smart Wholesale,9,41426.56
2023-01-25,Eggs,Groceries,32,119,946.76,Yes,Global Traders,9,30296.32
2024-03-14,Sanitizer,Personal Care,43,163,249.87,No,Global Traders,6,10744.41
2023-01-14,Tablet,Electronics,56,371,519.76,No,Global Traders,11,29106.56
2023-10-29,Deodorant,Personal Care,28,483,825.73,Yes,Prime Distribution,6,23120.44
2024-01-25,Camera,Electronics,50,470,1553.08,Yes,Global Traders,10,77654.0
2024-01-25,Headphones,Electronics,58,292,1583.06,No,Global Traders,13,91817.48
2023-04-24,Juice,Groceries,53,63,858.13,No,Smart Wholesale,10,45480.89
2024-02-20,Mouse,Electronics,28,314,277.48,No,Prime Distribution,2,7769.44
2023-03-31,Butter,Groceries,46,227,110.74,No,Global Traders,12,5094.04
2024-11-14,Cheese,Groceries,68,329,1509.03,No,Global Traders,10,102614.04
2023-07-06,Conditioner,Personal Care,57,262,561.07,Yes,Nova Supply,14,31980.99
2024-08-15,Hair Oil,Personal Care,39,392,660.43,No,Nova Supply,5,25756.77
2024-07-06,Tea,Groceries,44,250,807.17,No,ABC Suppliers,6,35515.48
2024-10-08,Printer,Electronics,46,58,686.97,Yes,Global Traders,10,31600.62
2023-01-11,Coffee,Groceries,37,470,737.03,No,Prime Distribution,3,27270.11
2023-10-23,Rice,Groceries,37,397,1126.96,Yes,ABC Suppliers,5,41697.52
2023-03-21,Deodorant,Personal Care,39,432,1724.22,No,ABC Suppliers,10,67244.58
2024-04-14,Keyboard,Electronics,29,52,1763.1,Yes,Prime Distribution,15,51129.9
2023-10-30,Eggs,Groceries,32,219,582.24,No,Smart Wholesale,6,18631.68
2024-09-04,Speaker,Electronics,28,176,489.19,Yes,Smart Wholesale,13,13697.32
2023-10-03,Deodorant,Personal Care,48,100,1057.04,Yes,Smart Wholesale,15,50737.92
2023-04-02,Mouse,Electronics,7,430,1368.84,No,Prime Distribution,15,9581.88
2024-01-18,Shampoo,Personal Care,57,365,1255.08,Yes,Global Traders,2,71539.56
2023-06-02,Soap,Personal Care,55,236,1252.77,No,Global Traders,15,68902.35
2023-05-16,Perfume,Personal Care,52,382,1876.83,No,Global Traders,6,97595.16
2024-11-10,Butter,Groceries,70,131,1187.32,Yes,ABC Suppliers,10,83112.4
2023-12-27,Sanitizer,Personal Care,48,409,1409.63,No,Nova Supply,12,67662.24
2024-10-14,Printer,Electronics,39,109,1026.17,No,Prime Distribution,10,40020.63
2023-06-01,Cheese,Groceries,69,49,137.42,Yes,Smart Wholesale,15,9481.98
2024-10-23,Headphones,Electronics,60,176,476.83,No,ABC Suppliers,8,28609.8
2024-03-08,Mouse,Electronics,33,151,216.33,Yes,Prime Distribution,14,7138.89
2024-07-28,Headphones,Electronics,56,159,1665.33,No,Nova Supply,12,93258.48
2023-11-20,Bread,Groceries,57,80,682.57,Yes,Global Traders,10,38906.49
2023-07-03,Camera,Electronics,55,338,1540.1,Yes,Global Traders,10,84705.5
2024-09-18,Lotion,Personal Care,26,313,450.06,Yes,Prime Distribution,15,11701.56
2024-08-22,Face Wash,Personal Care,49,306,1357.89,Yes,ABC Suppliers,15,66536.61
2023-12-01,Headphones,Electronics,64,43,434.56,No,Nova Supply,6,27811.84
2024-03-13,Printer,Electronics,49,49,1219.44,Yes,Prime Distribution,13,59752.56
2024-09-18,Laptop,Electronics,39,126,1599.86,No,Nova Supply,13,62394.54
2023-02-23,Deodorant,Personal Care,64,291,105.88,Yes,Smart Wholesale,14,6776.32
2024-04-26,Mouse,Electronics,56,46,1236.85,No,Smart Wholesale,11,69263.6
2023-12-29,Toothpaste,Personal Care,62,468,509.55,No,Smart Wholesale,11,31592.1
2024-02-22,Sanitizer,Personal Care,31,232,373.75,Yes,Prime Distribution,5,11586.25
2024-04-16,Monitor,Electronics,40,468,1252.61,No,Prime Distribution,3,50104.4
2023-02-19,Juice,Groceries,28,124,501.49,No,ABC Suppliers,5,14041.72
2024-09-18,Phone,Electronics,18,253,789.68,No,Global Traders,3,14214.24
2023-11-15,Sanitizer,Personal Care,65,241,663.86,No,Smart Wholesale,4,43150.9
2024-05-17,Cheese,Groceries,37,279,779.87,No,Nova Supply,8,28855.19
2024-03-30,Cheese,Groceries,46,441,1090.63,Yes,ABC Suppliers,4,50168.98
2023-08-05,Rice,Groceries,48,478,155.79,No,ABC Suppliers,10,7477.92
2024-09-09,Soap,Personal Care,37,291,610.96,No,Global Traders,4,22605.52
2024-04-11,Tablet,Electronics,19,318,652.61,Yes,Nova Supply,7,12399.59
2023-01-25,Coffee,Groceries,28,463,1996.34,Yes,Smart Wholesale,7,55897.52
2023-08-10,Hair Oil,Personal Care,34,470,1283.26,Yes,Smart Wholesale,3,43630.84
2024-11-30,Rice,Groceries,62,191,957.96,No,ABC Suppliers,12,59393.52
2023-01-29,Laptop,Electronics,43,273,71.02,No,Smart Wholesale,6,3053.86
2024-04-18,Cheese,Groceries,44,477,1028.49,No,Smart Wholesale,9,45253.56
2023-09-08,Laptop,Electronics,39,222,1555.55,No,Prime Distribution,11,60666.45
2024-02-01,Speaker,Electronics,37,479,494.23,No,Nova Supply,10,18286.51
2024-12-17,Perfume,Personal Care,67,203,1565.15,Yes,Prime Distribution,15,104865.05
2024-02-11,Butter,Groceries,31,432,1887.2,No,Prime Distribution,4,58503.2
2024-07-04,Juice,Groceries,59,189,643.76,No,Prime Distribution,3,37981.84
2023-04-04,Face Wash,Personal Care,31,210,962.53,Yes,Nova Supply,8,29838.43
2023-03-22,Laptop,Electronics,59,348,1212.85,No,Smart Wholesale,5,71558.15
2023-04-12,Lotion,Personal Care,26,256,1220.0,No,Nova Supply,4,31720.0
2024-08-19,Soap,Personal Care,41,384,334.07,No,Smart Wholesale,5,13696.87
2024-09-29,Bread,Groceries,40,390,964.55,Yes,ABC Suppliers,8,38582.0
2024-03-26,Rice,Groceries,39,88,236.07,Yes,ABC Suppliers,4,9206.73
2024-06-02,Soap,Personal Care,47,432,806.48,Yes,Global Traders,11,37904.56
2024-06-13,Mouse,Electronics,50,440,1755.02,Yes,Nova Supply,14,87751.0
2023-08-27,Sanitizer,Personal Care,46,100,1854.47,No,Global Traders,7,85305.62
2024-05-09,Headphones,Electronics,45,496,1787.72,No,Global Traders,15,80447.4
2024-09-08,Camera,Electronics,46,187,349.64,No,ABC Suppliers,10,16083.44
2024-01-03,Sugar,Groceries,24,211,1218.21,Yes,Nova Supply,5,29237.04
2023-04-24,Perfume,Personal Care,34,220,847.9,Yes,Nova Supply,15,28828.6
2023-12-31,Headphones,Electronics,58,298,293.84,No,Nova Supply,6,17042.72
2023-02-09,Lotion,Personal Care,38,289,1906.71,Yes,Nova Supply,5,72454.98
2023-02-13,Laptop,Electronics,53,90,919.17,No,Global Traders,6,48716.01
2024-07-19,Phone,Electronics,38,459,1766.55,No,Nova Supply,2,67128.9
2023-12-26,Conditioner,Personal Care,57,58,1364.01,Yes,Smart Wholesale,2,77748.57
2023-08-01,Speaker,Electronics,47,319,1775.4,No,Nova Supply,13,83443.8
2024-05-20,Conditioner,Personal Care,54,375,1190.61,No,Nova Supply,10,64292.94
2024-01-05,Deodorant,Personal Care,54,499,1626.72,Yes,Smart Wholesale,10,87842.88
2023-08-26,Mouse,Electronics,35,64,540.82,Yes,Global Traders,14,18928.7
2024-08-31,Shampoo,Personal Care,29,419,1703.31,No,Prime Distribution,10,49395.99
2024-05-06,Keyboard,Electronics,42,240,37.28,Yes,Smart Wholesale,15,1565.76
2023-05-29,Soap,Personal Care,43,104,1605.7,No,ABC Suppliers,7,69045.1
2024-03-30,Conditioner,Personal Care,26,156,1693.92,No,Global Traders,11,44041.92
2024-09-02,Eggs,Groceries,37,389,1448.51,Yes,Prime Distribution,3,53594.87
2024-03-12,Sugar,Groceries,20,100,388.67,No,Global Traders,13,7773.4
2024-10-30,Deodorant,Personal Care,34,362,97.59,No,Global Traders,15,3318.06
2023-07-22,Rice,Groceries,58,363,417.77,Yes,Prime Distribution,2,24230.66
2024-02-18,Face Wash,Personal Care,33,138,1223.43,Yes,Global Traders,12,40373.19
2023-02-18,Juice,Groceries,47,229,1902.3,No,Global Traders,8,89408.1
2024-01-03,Tea,Groceries,42,284,1225.47,No,Smart Wholesale,9,51469.74
2024-08-22,Printer,Electronics,34,217,1885.22,No,Nova Supply,3,64097.48
2023-06-10,Face Wash,Personal Care,55,265,1474.72,Yes,ABC Suppliers,5,81109.6
2023-02-18,Sugar,Groceries,35,295,1733.63,Yes,Global Traders,5,60677.05
2024-05-28,Bread,Groceries,39,49,594.69,No,Global Traders,4,23192.91
2023-03-21,Camera,Electronics,46,234,707.56,No,Smart Wholesale,4,32547.76
2023-05-01,Tea,Groceries,20,341,523.07,Yes,Nova Supply,4,10461.4
2024-10-11,Milk,Groceries,36,66,1954.23,No,Smart Wholesale,11,70352.28
2024-12-28,Laptop,Electronics,63,407,1140.54,No,Smart Wholesale,8,71854.02
2024-09-04,Keyboard,Electronics,45,388,747.62,No,Nova Supply,3,33642.9
2024-11-11,Phone,Electronics,57,145,328.76,Yes,Global Traders,9,18739.32
2024-08-22,Coffee,Groceries,57,480,1385.71,Yes,Global Traders,12,78985.47
2023-08-24,Sanitizer,Personal Care,24,168,548.94,No,ABC Suppliers,13,13174.56
2023-07-22,Mouse,Electronics,38,429,1070.52,Yes,ABC Suppliers,8,40679.76
2023-07-13,Rice,Groceries,49,75,529.82,Yes,Global Traders,3,25961.18
2024-04-29,Perfume,Personal Care,44,333,1359.68,Yes,Prime Distribution,10,59825.92
2024-11-02,Laptop,Electronics,79,424,1740.89,No,Global Traders,13,137530.31
2024-10-24,Shampoo,Personal Care,44,231,555.34,No,Smart Wholesale,10,24434.96
2024-05-10,Toothpaste,Personal Care,49,465,1292.46,Yes,Global Traders,6,63330.54
2024-12-05,Sanitizer,Personal Care,67,318,1641.88,Yes,ABC Suppliers,14,110005.96
2023-01-16,Sugar,Groceries,59,300,757.92,Yes,ABC Suppliers,5,44717.28
2023-01-31,Shampoo,Personal Care,32,380,1900.74,Yes,Smart Wholesale,11,60823.68
2024-03-29,Toothpaste,Personal Care,43,285,74.25,No,Smart Wholesale,12,3192.75
2023-11-08,Soap,Personal Care,61,291,433.31,No,Global Traders,15,26431.91
2024-12-05,Headphones,Electronics,59,394,1784.45,Yes,Nova Supply,15,105282.55
2023-11-18,Rice,Groceries,87,206,404.82,Yes,Nova Supply,14,35219.34
2024-02-18,Sugar,Groceries,47,335,1055.28,Yes,Global Traders,6,49598.16
2023-03-13,Tablet,Electronics,36,79,1964.59,No,Prime Distribution,14,70725.24
2024-09-27,Lotion,Personal Care,49,175,257.63,No,ABC Suppliers,8,12623.87
2023-09-10,Perfume,Personal Care,43,379,619.53,No,Smart Wholesale,9,26639.79
2024-05-13,Coffee,Groceries,45,190,1761.07,No,ABC Suppliers,4,79248.15
2023-05-14,Milk,Groceries,38,44,225.14,No,ABC Suppliers,7,8555.32
2024-05-12,Juice,Groceries,48,464,1239.57,No,Global Traders,10,59499.36
2024-07-17,Speaker,Electronics,28,499,123.67,No,Smart Wholesale,8,3462.76
2024-06-08,Shampoo,Personal Care,41,167,966.88,No,ABC Suppliers,7,39642.08
2024-05-05,Coffee,Groceries,33,88,281.58,Yes,Prime Distribution,2,9292.14
2023-10-17,Juice,Groceries,35,219,131.43,Yes,Global Traders,5,4600.05
2024-05-24,Keyboard,Electronics,37,354,1577.18,Yes,Smart Wholesale,2,58355.66
2024-11-30,Rice,Groceries,51,78,1347.59,Yes,ABC Suppliers,10,68727.09
2023-09-02,Printer,Electronics,31,472,61.22,Yes,ABC Suppliers,7,1897.82
2024-10-16,Phone,Electronics,39,149,656.38,No,Nova Supply,5,25598.82
2023-11-10,Juice,Groceries,68,302,1117.73,No,ABC Suppliers,14,76005.64
2023-07-20,Conditioner,Personal Care,63,43,246.98,No,Smart Wholesale,5,15559.74
2024-04-29,Rice,Groceries,25,290,636.85,No,Prime Distribution,12,15921.25
2024-12-04,Eggs,Groceries,67,232,497.24,Yes,ABC Suppliers,10,33315.08
2024-07-08,Monitor,Electronics,63,327,1774.63,Yes,Nova Supply,6,111801.69
2024-05-25,Coffee,Groceries,54,426,1432.9,No,Nova Supply,13,77376.6
2024-09-13,Conditioner,Personal Care,18,131,485.09,Yes,Nova Supply,9,8731.62
2024-03-25,Phone,Electronics,46,48,1613.87,No,ABC Suppliers,13,74238.02
2024-04-10,Laptop,Electronics,44,376,346.38,Yes,ABC Suppliers,11,15240.72
2024-06-04,Sugar,Groceries,63,344,1137.46,No,Smart Wholesale,10,71659.98
2024-11-01,Mouse,Electronics,69,290,1561.9,No,Smart Wholesale,9,107771.1
2024-01-31,Lotion,Personal Care,48,101,138.09,Yes,Smart Wholesale,15,6628.32
2023-09-03,Rice,Groceries,50,360,358.94,No,Nova Supply,9,17947.0
2024-10-09,Cheese,Groceries,54,216,1727.64,Yes,Global Traders,11,93292.56
2023-01-20,Monitor,Electronics,44,305,305.14,Yes,ABC Suppliers,11,13426.16
2023-04-29,Deodorant,Personal Care,29,189,1364.49,Yes,Nova Supply,7,39570.21
2024-11-06,Phone,Electronics,58,237,746.25,No,ABC Suppliers,12,43282.5
2024-07-17,Printer,Electronics,63,135,353.95,No,Prime Distribution,10,22298.85
2023-08-05,Soap,Personal Care,36,397,541.58,No,Smart Wholesale,3,19496.88
2023-01-17,Face Wash,Personal Care,22,426,1643.61,Yes,ABC Suppliers,5,36159.42
2024-07-04,Juice,Groceries,35,389,1698.37,No,Global Traders,15,59442.95
2023-06-12,Tea,Groceries,47,147,1086.22,Yes,Prime Distribution,13,51052.34
2023-04-02,Printer,Electronics,47,85,1942.77,No,ABC Suppliers,4,91310.19
2024-01-21,Conditioner,Personal Care,43,92,464.0,Yes,ABC Suppliers,2,19952.0
2023-07-04,Face Wash,Personal Care,57,50,1906.52,Yes,ABC Suppliers,2,108671.64
2023-09-07,Tea,Groceries,18,458,978.58,Yes,Prime Distribution,14,17614.44
2024-06-03,Soap,Personal Care,63,452,381.02,Yes,ABC Suppliers,10,24004.26
2024-01-31,Bread,Groceries,41,226,888.62,No,Global Traders,13,36433.42
2024-01-28,Tea,Groceries,37,278,796.64,No,Smart Wholesale,6,29475.68
2024-04-11,Face Wash,Personal Care,55,196,1741.74,Yes,ABC Suppliers,11,95795.7
2024-02-15,Face Wash,Personal Care,42,50,474.45,Yes,Smart Wholesale,4,19926.9
2024-10-26,Shampoo,Personal Care,24,402,1816.51,No,Prime Distribution,4,43596.24
2023-06-23,Face Wash,Personal Care,50,379,397.62,No,ABC Suppliers,15,19881.0
2024-11-22,Perfume,Personal Care,61,427,69.59,Yes,ABC Suppliers,8,4244.99
2023-08-22,Conditioner,Personal Care,51,88,1955.82,No,Prime Distribution,14,99746.82
2024-09-03,Rice,Groceries,36,251,203.85,Yes,Prime Distribution,7,7338.6
2024-07-01,Toothpaste,Personal Care,45,175,1519.01,No,ABC Suppliers,10,68355.45
2024-03-07,Printer,Electronics,44,85,923.47,Yes,ABC Suppliers,9,40632.68
2023-10-02,Sugar,Groceries,49,237,1033.72,No,Nova Supply,9,50652.28
2024-01-26,Shampoo,Personal Care,52,392,667.89,No,Nova Supply,4,34730.28
2024-07-12,Face Wash,Personal Care,39,333,850.86,Yes,ABC Suppliers,7,33183.54
2024-07-11,Speaker,Electronics,62,356,1200.15,Yes,Smart Wholesale,7,74409.3
2023-06-16,Eggs,Groceries,45,112,235.37,Yes,Nova Supply,9,10591.65
2024-05-22,Laptop,Electronics,36,78,395.28,No,Smart Wholesale,2,14230.08
2024-06-09,Toothpaste,Personal Care,69,424,77.52,No,ABC Suppliers,4,5348.88
2024-10-09,Sanitizer,Personal Care,35,307,1776.76,No,Prime Distribution,6,62186.6
2024-06-27,Eggs,Groceries,61,48,1622.61,No,Prime Distribution,13,98979.21
2023-03-01,Deodorant,Personal Care,31,464,707.05,Yes,Nova Supply,10,21918.55
2024-05-16,Headphones,Electronics,36,314,906.77,No,Prime Distribution,10,32643.72
2023-01-06,Face Wash,Personal Care,48,266,64.7,Yes,Smart Wholesale,5,3105.6
2023-12-23,Juice,Groceries,66,84,1454.93,No,Global Traders,6,96025.38
2023-08-07,Headphones,Electronics,17,386,1126.37,No,ABC Suppliers,14,19148.29
2023-06-06,Laptop,Electronics,50,317,1089.97,Yes,Smart Wholesale,7,54498.5
2023-11-20,Sugar,Groceries,55,165,415.33,Yes,Global Traders,3,22843.15
2023-12-07,Lotion,Personal Care,67,167,1805.83,Yes,Nova Supply,11,120990.61
2023-05-18,Tea,Groceries,42,421,965.35,No,Nova Supply,6,40544.7
2023-01-16,Monitor,Electronics,40,270,333.71,No,Smart Wholesale,12,13348.4
2024-02-10,Monitor,Electronics,35,89,1434.61,Yes,Prime Distribution,3,50211.35
2023-09-03,Camera,Electronics,23,146,1083.2,No,Prime Distribution,12,24913.6
2024-04-29,Face Wash,Personal Care,31,387,1694.99,No,Prime Distribution,10,52544.69
2023-01-14,Juice,Groceries,50,445,756.61,No,Prime Distribution,10,37830.5
2023-12-29,Headphones,Electronics,76,202,1247.48,No,ABC Suppliers,7,94808.48
2024-04-15,Tablet,Electronics,46,248,675.01,Yes,Smart Wholesale,8,31050.46
2024-05-16,Phone,Electronics,40,414,247.57,No,ABC Suppliers,3,9902.8
2024-04-07,Headphones,Electronics,37,297,1216.55,No,ABC Suppliers,8,45012.35
2024-12-04,Deodorant,Personal Care,52,286,1384.98,No,Global Traders,13,72018.96
2024-05-03,Sanitizer,Personal Care,52,407,1596.67,No,ABC Suppliers,12,83026.84
2024-04-12,Phone,Electronics,57,126,1551.04,Yes,Smart Wholesale,5,88409.28
2024-06-05,Face Wash,Personal Care,59,138,1246.03,No,Prime Distribution,3,73515.77
2023-12-04,Tea,Groceries,88,486,1309.68,No,Smart Wholesale,2,115251.84
2023-12-14,Laptop,Electronics,67,89,190.8,No,ABC Suppliers,9,12783.6
2023-11-08,Headphones,Electronics,79,282,69.65,No,Global Traders,13,5502.35
2023-09-20,Keyboard,Electronics,40,236,857.68,Yes,Prime Distribution,5,34307.2
2024-06-21,Monitor,Electronics,37,431,1476.3,Yes,Prime Distribution,7,54623.1
2023-05-05,Laptop,Electronics,37,214,182.37,No,ABC Suppliers,3,6747.69
2023-08-06,Butter,Groceries,38,367,1100.3,No,Prime Distribution,15,41811.4
2024-09-12,Eggs,Groceries,45,392,1440.17,Yes,Global Traders,13,64807.65
2023-08-30,Hair Oil,Personal Care,36,49,1307.27,Yes,Global Traders,6,47061.72
2023-01-12,Butter,Groceries,13,243,881.57,No,Prime Distribution,12,11460.41
2023-05-02,Milk,Groceries,30,83,642.81,No,Global Traders,2,19284.3
2023-02-20,Rice,Groceries,44,406,965.64,No,Global Traders,11,42488.16
2024-12-14,Tablet,Electronics,64,56,257.28,No,Prime Distribution,15,16465.92
2024-02-16,Tea,Groceries,47,439,297.29,Yes,Prime Distribution,6,13972.63
2024-01-12,Eggs,Groceries,23,379,657.13,Yes,Prime Distribution,9,15113.99
2023-07-03,Soap,Personal Care,61,219,1880.18,Yes,Global Traders,15,114690.98
